date,% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
10/3/17 1:00,55.2,16.98,3176.66,597473,397.09,101213,17453,249983,247357,248291,295096,306.4,247731,251.06,450014,365787,452.44,454238,470889,467006,406065,66.91,1.31
10/3/17 1:00,55.2,16.98,3173.14,605103,390.63,10121,174496,250115,249.62,248291,295096,306.4,249258,249225,437452,350496,453058,460153,472818,501558,431224,66.91,1.31
10/3/17 1:00,55.2,16.98,3175.1,606934,400474,101206,174461,250554,249.39,248434,295096,306.4,252883,248643,441556,503482,449878,435155,462.52,495118,455724,66.91,1.31
10/3/17 1:00,55.2,16.98,3162.48,600789,404757,101203,174427,250429,249.39,250007,295096,306.4,248.72,250718,442527,513869,450.37,413915,449857,484263,475643,66.91,1.31
10/3/17 1:00,55.2,16.98,3148.44,597168,404473,101199,174392,250001,247939,251587,295096,306.4,245215,249565,454543,514864,456136,419376,429496,467314,472.86,66.91,1.31
10/3/17 1:00,55.2,16.98,3153.91,604614,401836,101196,174358,250225,248027,251895,295096,306.4,250972,248599,454644,510106,457.54,430388,425422,428444,448.36,66.91,1.31
10/3/17 1:00,55.2,16.98,3177.73,601318,398027,101192,174324,250488,251367,251411,295096,306.4,256289,251323,446335,506026,452578,456.48,440518,423854,418566,66.91,1.31
10/3/17 1:00,55.2,16.98,3176.56,597534,399785,101189,174289,250093,251147,251411,295096,306.4,249.17,250005,447336,485.18,452.9,474.06,453736,442226,408966,66.91,1.31
10/3/17 1:00,55.2,16.98,3155.08,594727,396914,101185,174255,249961,253389,250269,295096,306.4,249565,249521,446836,255.22,454.84,480.7,467282,469218,421.1,66.91,1.31
10/3/17 1:00,55.2,16.98,3134.77,591675,393223,101181,17422,249785,255762,249.39,295096,306.4,254795,250093,451741,319679,447394,482108,482922,483666,441402,66.91,1.31
10/3/17 1:00,55.2,16.98,3125.78,590698,404297,101178,174186,250137,252861,249126,295096,306.4,253389,250225,451.44,384138,450.2,466796,477528,481874,476714,66.91,1.31
10/3/17 1:00,55.2,16.98,3126.17,603394,407695,101174,174151,250752,250664,248.95,295096,306.4,249565,249038,454143,513.28,444052,424138,449.99,484226,507618,66.91,1.31
10/3/17 1:00,55.2,16.98,3129.3,602661,391523,101171,174117,250664,250356,248.95,295096,306.4,246357,251104,454644,528798,440058,399376,422232,497106,519426,66.91,1.31
10/3/17 1:00,55.2,16.98,3133.2,603638,390,101167,174083,250752,245918,248687,295096,306.4,248643,250488,449739,529.25,445022,417346,414.85,462722,469102,66.91,1.31
10/3/17 1:00,55.2,16.98,3141.8,605225,391406,101164,174048,250796,250796,248906,295096,306.4,253828,249653,446135,522112,450632,453672,423992,423.74,409732,66.91,1.31
10/3/17 1:00,55.2,16.98,3155.86,591309,395918,10116,174014,250313,254399,251411,295096,306.4,250752,251191,448538,513844,451282,473592,438972,421496,376516,66.91,1.31
10/3/17 1:00,55.2,16.98,3162.11,583496,400488,101157,173959,250049,253345,252905,295096,306.4,247412,251807,450.94,510.9,449.99,476.56,445.58,425.08,365.26,66.91,1.31
10/3/17 1:00,55.2,16.98,3164.45,584961,393809,101153,17389,250181,249521,252905,295096,306.4,245698,250093,449739,504.78,452576,481012,455498,445918,385786,66.91,1.31
10/3/17 1:00,55.2,16.98,3167.19,595093,393.75,10115,173821,250269,244995,251719,295096,306.4,251279,249741,442031,270966,448474,483.98,476318,488706,430592,66.91,1.31
10/3/17 1:00,55.2,16.98,3177.34,596069,397207,101146,173752,250532,247764,250269,295096,306.4,255762,252114,449438,312939,448148,488672,490746,511.33,472196,66.91,1.31
10/3/17 1:00,55.2,16.98,3184.77,584595,400.02,101143,173683,250576,248115,249302,295096,306.4,248115,250313,456846,354912,454084,462.97,485788,510882,498016,66.91,1.31
10/3/17 1:00,55.2,16.98,3185.55,586182,404648,101139,173614,250488,250488,249214,295096,306.4,250137,248.95,450139,510332,461638,422888,451528,510098,513904,66.91,1.31
10/3/17 1:00,55.2,16.98,3182.03,595947,407168,101135,173545,250.62,252334,249.39,295096,306.4,256465,251499,440.53,518.6,465414,405704,433686,513794,512252,66.91,1.31
10/3/17 1:00,55.2,16.98,3180.86,600464,402598,10113,173476,250576,250.62,249258,295096,306.4,250137,250269,443833,510446,456246,415706,428618,481874,468224,66.91,1.31
10/3/17 1:00,55.2,16.98,1272.66,594971,393516,101125,173407,250488,249302,249302,295096,306.4,247983,248511,453242,502968,451604,441878,427296,433372,412824,66.91,1.31
10/3/17 1:00,55.2,16.98,1442.58,594849,393691,101121,173338,250488,251455,249653,295096,306.4,251411,250225,454043,491868,452032,463984,446574,417128,381814,66.91,1.31
10/3/17 1:00,55.2,16.98,1612.5,594238,398145,101116,173269,250093,253125,249302,295096,306.4,253784,250.84,454844,483262,444478,469764,460896,446702,382034,66.91,1.31
10/3/17 1:00,55.2,16.98,2906.64,593872,397.91,101111,1732,249961,251543,249741,295096,306.4,256113,249038,454043,437608,435848,466794,467616,484.45,415.47,66.91,1.31
10/3/17 1:00,55.2,16.98,3086.72,589966,396.27,101107,173131,250313,250752,250928,295096,306.4,250884,249126,449739,238118,433584,476714,490084,494418,458728,66.91,1.31
10/3/17 1:00,55.2,16.98,3114.06,591675,400195,101102,173062,250093,250005,251104,295096,306.4,245435,251543,440129,323078,432504,473594,492618,494194,490288,66.91,1.31
10/3/17 1:00,55.2,16.98,3111.33,590332,399434,101097,172993,250488,250049,251455,295096,306.4,250.62,250181,440.93,479522,441354,439452,468936,497106,508054,66.91,1.31
10/3/17 1:00,55.2,16.98,3137.89,591553,391523,101093,172924,250532,249434,251675,295096,306.4,253213,248511,449438,508.18,444266,412.81,442826,502818,527038,66.91,1.31
10/3/17 1:00,55.2,16.98,3181.64,587891,387715,101088,172855,250532,247939,251455,295096,306.4,246841,249961,450.94,514184,441242,405392,432.91,471794,491946,66.91,1.31
10/3/17 1:00,55.2,16.98,3192.58,581299,395684,101083,172786,250313,248599,250181,295096,306.4,247456,251982,453843,515996,452792,418832,429.61,435388,428938,66.91,1.31
10/3/17 1:00,55.2,16.98,3189.45,585693,403359,101078,172717,250313,249258,249.39,295096,306.4,252114,250708,447136,518602,456568,452658,436992,419816,393072,66.91,1.31
10/3/17 1:00,55.2,16.98,3178.91,589.6,397676,101074,172648,250356,249961,249126,295096,306.4,251104,249521,454744,513052,456676,465702,448996,438078,382364,66.91,1.31
10/3/17 1:00,55.2,16.98,3160.16,586304,395156,101069,172579,250.4,248379,249082,295096,306.4,247632,250.4,454644,276064,457648,480548,467614,465522,398.81,66.91,1.31
10/3/17 1:00,55.2,16.98,3161.72,585938,390527,101064,17251,250752,245127,249.17,295096,306.4,252114,251455,443933,323586,454732,492502,489428,490946,425078,66.91,1.31
10/3/17 1:00,55.2,16.98,3172.66,580933,392578,10106,172441,250664,249.17,249302,295096,306.4,251499,250752,448438,371108,454.84,480076,486122,499.01,465246,66.91,1.31
10/3/17 1:00,55.2,16.98,3172.27,581543,398789,101055,172372,250488,249258,249126,295096,306.4,246797,249.39,448037,505.46,462394,444528,458.47,499458,514.68,66.91,1.31
10/3/17 1:00,55.2,16.98,3152.34,578857,410215,10105,172303,250093,251323,248555,295096,306.4,250137,249478,453743,515994,460884,421406,442.72,496882,517216,66.91,1.31
10/3/17 1:00,55.2,16.98,3165.23,561768,407754,101045,172234,249302,249346,249478,295096,306.4,252202,251016,459949,518712,455.38,431092,434238,465746,476.5,66.91,1.31
10/3/17 1:00,55.2,16.98,3277.73,553711,400078,101041,172166,248555,249917,250.4,295096,306.4,247368,249565,469558,515.2,448.15,446638,441838,432.14,429.38,66.91,1.31
10/3/17 1:00,55.2,16.98,3326.56,551636,396035,101036,172097,248555,250093,251411,295096,306.4,249434,247808,473562,507724,454736,464766,452.63,423288,404772,66.91,1.31
10/3/17 1:00,55.2,16.98,3316.41,549927,394043,101031,172028,248.73,248511,252026,295096,306.4,252686,247632,471.96,504.1,461.86,473.83,454.39,423.96,400.58,66.91,1.31
10/3/17 1:00,55.2,16.98,3309.38,555786,397.91,101027,171917,248335,248379,251895,295096,306.4,253345,249214,456345,270.97,455.38,475468,466288,451518,413822,66.91,1.31
10/3/17 1:00,55.2,16.98,3325.78,552002,400137,101022,17178,248335,248027,251016,295096,306.4,254.18,251455,435725,324439,451.06,491092,500662,484338,437212,66.91,1.31
10/3/17 1:00,55.2,16.98,3356.25,552002,397793,101017,171642,248247,250356,249829,295096,306.4,251543,250664,433723,377908,445558,479216,496804,497666,465.79,66.91,1.31
10/3/17 1:00,55.2,16.98,3376.56,554688,400605,101013,171504,248599,250313,248.73,295096,306.4,248423,249478,444133,500028,439946,429.92,462986,501138,502208,66.91,1.31
10/3/17 1:00,55.2,16.98,3410.94,557338,403251,101008,171367,248448,252686,247914,295096,306.4,247506,250143,446.65,504426,438347,410211,452824,509.81,524089,66.91,1.31
10/3/17 1:00,55.2,16.98,3522.27,550293,406348,101003,171229,248071,253389,247874,295096,306.4,251038,249.5,444934,513164,445237,422773,449494,488398,489739,66.91,1.31
10/3/17 1:00,55.2,16.98,3565.23,552673,402217,101013,171091,247.95,249873,249401,295096,306.4,253037,248269,438878,520359,448987,436663,449573,448106,435201,66.91,1.31
10/3/17 1:00,55.2,16.98,3591.41,555542,401514,101034,170954,248818,246841,250609,295096,306.4,251884,248796,439979,505007,448775,449572,458141,430405,405349,66.91,1.31
10/3/17 1:00,55.2,16.98,3591.52,572296,404019,101055,170816,249.73,248917,250708,295096,306.4,252191,250719,449063,417806,446129,453027,473011,448829,400411,66.91,1.31
10/3/17 1:00,55.2,16.98,3553.04,580536,401865,101076,170678,250192,248928,250708,295096,306.4,251.96,250115,449964,226135,443564,462204,481325,471206,417547,66.91,1.31
10/3/17 1:00,55.2,16.98,3542.41,568.42,403008,101098,17054,250.73,249532,250829,295096,306.4,251246,249093,435.55,310449,444347,473806,478102,479494,442982,66.91,1.31
10/3/17 1:00,55.2,16.98,3579.3,567596,402979,101119,170403,251653,251323,250928,295096,306.4,251.51,250115,436151,491616,446372,445.74,456482,473.53,466789,66.91,1.31
10/3/17 1:00,55.2,16.98,3623.54,570.74,402144,10114,170265,252246,251411,250928,295096,306.4,251082,251675,455394,511809,447.83,411168,428504,464122,480361,66.91,1.31
10/3/17 1:00,55.2,16.98,3624.9,567932,403022,101161,170127,252729,249752,250686,295096,306.4,250367,250049,455144,511013,449607,408747,409201,449982,476058,66.91,1.31
10/3/17 1:00,55.2,16.98,3618.46,568542,401646,101182,16999,253608,250005,249884,295096,306.4,250873,249038,450414,511717,449878,434939,399699,425784,445212,66.91,1.31
10/3/17 1:00,55.2,16.98,3623.24,568268,403.74,101204,169852,253641,249049,249269,295096,306.4,250642,251642,448588,497754,449796,477695,422146,411668,406035,66.91,1.31
10/3/17 1:00,55.2,16.98,3627.15,559753,405.19,101225,169714,253345,251444,249.17,295096,306.4,250.17,249862,434149,447.6,449931,530021,477172,427.27,386394,66.91,1.31
